image_path,segmentation_method
data/ne2025/device6/2623_LeafPhotoA_2025-09-09 12_11_49.318-05_00.jpg,CV2
data/ne2025/device6/1992_LeafPhotoA_2025-09-09 16_10_46.603-05_00.jpg,CV2
data/ne2025/device6/1623_LeafPhotoA_2025-09-09 09_57_37.816-05_00.jpg,CV2
data/ne2025/device6/1181_LeafPhotoA_2025-09-08 16_13_46.902-05_00.jpg,CV2
data/ne2025/device6/1621_LeafPhotoA_2025-09-09 09_52_05.240-05_00.jpg,CV2
data/ne2025/device6/2617_LeafPhotoA_2025-09-09 12_04_12.625-05_00.jpg,CV2
data/ne2025/device6/1969_LeafPhotoA_2025-09-09 17_06_13.365-05_00.jpg,CV2
data/ne2025/device6/1641_LeafPhotoA_2025-09-09 10_30_20.507-05_00.jpg,CV2
data/ne2025/device6/2626_LeafPhotoA_2025-09-09 12_16_20.585-05_00.jpg,CV2
data/ne2025/device6/1197_LeafPhotoA_2025-09-08 15_43_50.293-05_00.jpg,CV2
data/ne2025/device6/1977_LeafPhotoA_2025-09-09 16_48_12.095-05_00.jpg,CV2
data/ne2025/device6/1628_LeafPhotoA_2025-09-09 10_08_59.380-05_00.jpg,CV2
data/ne2025/device6/1615_LeafPhotoA_2025-09-09 09_39_37.565-05_00.jpg,CV2
data/ne2025/device6/2613_LeafPhotoA_2025-09-09 11_09_15.958-05_00.jpg,CV2
data/ne2025/device6/1965_LeafPhotoA_2025-09-09 17_16_11.932-05_00.jpg,CV2
data/ne2025/device6/1974_LeafPhotoA_2025-09-09 16_54_37.970-05_00.jpg,CV2
data/ne2025/device6/2195_LeafPhotoA_2025-09-08 17_10_30.408-05_00.jpg,CV2
data/ne2025/device6/2624_LeafPhotoA_2025-09-09 12_13_16.746-05_00.jpg,CV2
data/ne2025/device6/2200_LeafPhotoA_2025-09-08 17_03_29.885-05_00.jpg,CV2
data/ne2025/device6/1199_LeafPhotoA_2025-09-08 17_03_02.869-05_00.jpg,CV2
data/ne2025/device6/1184_LeafPhotoA_2025-09-08 16_08_54.473-05_00.jpg,CV2
data/ne2025/device6/1200_LeafPhotoA_2025-09-08 17_01_52.096-05_00.jpg,CV2
data/ne2025/device6/2621_LeafPhotoA_2025-09-09 12_09_47.007-05_00.jpg,CV2
data/ne2025/device6/2200_LeafPhotoA_2025-09-08 17_04_21.744-05_00.jpg,CV2
data/ne2025/device6/1993_LeafPhotoA_2025-09-09 16_09_43.430-05_00.jpg,CV2
data/ne2025/device6/1194_LeafPhotoA_2025-09-08 15_50_20.191-05_00.jpg,CV2
data/ne2025/device6/1622_LeafPhotoA_2025-09-09 09_56_37.304-05_00.jpg,CV2
data/ne2025/device6/1990_LeafPhotoA_2025-09-09 16_16_52.207-05_00.jpg,CV2
data/ne2025/device6/1995_LeafPhotoA_2025-09-09 16_05_00.473-05_00.jpg,CV2
data/ne2025/device6/2614_LeafPhotoA_2025-09-09 11_10_22.921-05_00.jpg,CV2
data/ne2025/device6/1178_LeafPhotoA_2025-09-08 16_20_21.931-05_00.jpg,CV2
data/ne2025/device6/1966_LeafPhotoA_2025-09-09 17_14_11.633-05_00.jpg,CV2
data/ne2025/device6/1646_LeafPhotoA_2025-09-09 10_39_42.256-05_00.jpg,CV2
data/ne2025/device6/1986_LeafPhotoA_2025-09-09 16_27_33.169-05_00.jpg,CV2
data/ne2025/device6/1984_LeafPhotoA_2025-09-09 16_32_45.924-05_00.jpg,CV2
data/ne2025/device6/1628_LeafPhotoA_2025-09-09 10_07_53.973-05_00.jpg,CV2
data/ne2025/device6/2621_LeafPhotoA_2025-09-09 12_10_12.710-05_00.jpg,CV2
data/ne2025/device6/1969_LeafPhotoA_2025-09-09 17_07_06.080-05_00.jpg,CV2
data/ne2025/device6/1179_LeafPhotoA_2025-09-08 16_17_18.972-05_00.jpg,CV2
data/ne2025/device6/1629_LeafPhotoA_2025-09-09 10_11_31.349-05_00.jpg,CV2
data/ne2025/device6/1632_LeafPhotoA_2025-09-09 10_15_42.668-05_00.jpg,SAM3
data/ne2025/device6/1645_LeafPhotoA_2025-09-09 10_37_33.335-05_00.jpg,CV2
data/ne2025/device6/2601_LeafPhotoA_2025-09-09 10_52_51.691-05_00.jpg,CV2
