image_path,segmentation_method
data/ne2025/device2/1145_LeafPhotoA_2025-09-08 10_41_08.586-05_00.jpg,CV2
data/ne2025/device2/2819_LeafPhotoA_2025-09-09 10_31_41.756-05_00.jpg,CV2
data/ne2025/device2/1825_LeafPhotoA_2025-09-09 09_26_52.647-05_00.jpg,CV2
data/ne2025/device2/1146_LeafPhotoA_2025-09-08 10_42_56.482-05_00.jpg,CV2
data/ne2025/device2/1123_LeafPhotoA_2025-09-08 10_09_09.535-05_00.jpg,CV2
data/ne2025/device2/1827_LeafPhotoA_2025-09-09 09_30_30.998-05_00.jpg,CV2
data/ne2025/device2/1116_LeafPhotoA_2025-09-08 10_00_12.748-05_00.jpg,CV2
data/ne2025/device2/1806_LeafPhotoA_2025-09-09 08_58_19.870-05_00.jpg,CV2
data/ne2025/device2/2819_LeafPhotoA_2025-09-09 10_32_15.407-05_00.jpg,CV2
data/ne2025/device2/1138_LeafPhotoA_2025-09-08 10_31_08.551-05_00.jpg,CV2
data/ne2025/device2/1803_LeafPhotoA_2025-09-09 08_53_39.810-05_00.jpg,CV2
data/ne2025/device2/2638_LeafPhotoA_2025-09-09 11_37_35.895-05_00.jpg,CV2
data/ne2025/device2/2645_LeafPhotoA_2025-09-09 11_29_58.583-05_00.jpg,CV2
data/ne2025/device2/1828_LeafPhotoA_2025-09-09 09_30_57.848-05_00.jpg,SAM3
data/ne2025/device2/1129_LeafPhotoA_2025-09-08 10_18_24.399-05_00.jpg,CV2
data/ne2025/device2/5018_LeafPhotoA_2025-09-09 16_28_39.040-05_00.jpg,CV2
data/ne2025/device2/1106_LeafPhotoA_2025-09-08 09_40_25.771-05_00.jpg,CV2
data/ne2025/device2/2114_LeafPhotoA_2025-09-08 11_14_11.562-05_00.jpg,CV2
data/ne2025/device2/2157_LeafPhotoA_2025-09-08 12_34_40.264-05_00.jpg,CV2
data/ne2025/device2/1822_LeafPhotoA_2025-09-09 09_23_30.807-05_00.jpg,CV2
data/ne2025/device2/2809_LeafPhotoA_2025-09-09 10_19_02.584-05_00.jpg,CV2
data/ne2025/device2/5019_LeafPhotoA_2025-09-09 16_31_34.300-05_00.jpg,CV2
data/ne2025/device2/1849_LeafPhotoA_2025-09-09 10_02_20.103-05_00.jpg,CV2
data/ne2025/device2/2844_LeafPhotoA_2025-09-09 11_13_34.394-05_00.jpg,CV2
data/ne2025/device2/2134_LeafPhotoA_2025-09-08 11_54_43.870-05_00.jpg,CV2
data/ne2025/device2/2849_LeafPhotoA_2025-09-09 11_20_17.083-05_00.jpg,CV2
