image_path,segmentation_method
data/ne2025/device3/1405_LeafPhotoB_2025-09-08 09_59_46.991-05_00.jpg,CV2
data/ne2025/device3/2734_LeafPhotoA_2025-09-09 11_00_52.812-05_00.jpg,CV2
data/ne2025/device3/2751_LeafPhotoA_2025-09-09 16_38_31.126-05_00.jpg,CV2
data/ne2025/device3/1720_LeafPhotoA_2025-09-09 09_18_32.847-05_00.jpg,CV2
data/ne2025/device3/1468_LeafPhotoB_2025-09-08 16_30_51.912-05_00.jpg,CV2
data/ne2025/device3/2486_LeafPhotoB_2025-09-08 12_01_15.501-05_00.jpg,CV2
data/ne2025/device3/1451_LeafPhotoB_2025-09-08 12_27_08.432-05_00.jpg,CV2
data/ne2025/device3/1456_LeafPhotoB_2025-09-08 12_32_32.393-05_00.jpg,CV2
data/ne2025/device3/1414_LeafPhotoB_2025-09-08 10_08_19.101-05_00.jpg,CV2
data/ne2025/device3/2463_LeafPhotoB_2025-09-08 11_41_05.461-05_00.jpg,CV2
data/ne2025/device3/2769_LeafPhotoA_2025-09-09 15_55_52.935-05_00.jpg,CV2
data/ne2025/device3/2500_LeafPhotoB_2025-09-08 12_23_57.392-05_00.jpg,CV2
data/ne2025/device3/1435_LeafPhotoB_2025-09-08 10_27_28.480-05_00.jpg,CV2
data/ne2025/device3/2704_LeafPhotoA_2025-09-09 10_17_55.823-05_00.jpg,CV2
data/ne2025/device3/2474_LeafPhotoB_2025-09-08 11_50_06.958-05_00.jpg,CV2
data/ne2025/device3/2471_LeafPhotoB_2025-09-08 11_47_57.632-05_00.jpg,CV2
data/ne2025/device3/2402_LeafPhotoB_2025-09-08 10_42_01.773-05_00.jpg,CV2
data/ne2025/device3/2737_LeafPhotoA_2025-09-09 11_04_16.447-05_00.jpg,CV2
data/ne2025/device3/1428_LeafPhotoA_2025-09-08 09_51_08.468-05_00.jpg,CV2
data/ne2025/device3/1476_LeafPhotoB_2025-09-08 16_41_16.108-05_00.jpg,CV2
data/ne2025/device3/2708_LeafPhotoA_2025-09-09 10_24_08.898-05_00.jpg,CV2
data/ne2025/device3/1712_LeafPhotoA_2025-09-09 09_07_36.217-05_00.jpg,CV2
data/ne2025/device3/1432_LeafPhotoB_2025-09-08 10_24_14.621-05_00.jpg,CV2
data/ne2025/device3/1473_LeafPhotoB_2025-09-08 16_40_01.080-05_00.jpg,CV2
data/ne2025/device3/2414_LeafPhotoB_2025-09-08 10_53_14.267-05_00.jpg,CV2
data/ne2025/device3/2402_LeafPhotoB_2025-09-08 10_41_29.920-05_00.jpg,CV2
data/ne2025/device3/1726_LeafPhotoA_2025-09-09 09_27_45.384-05_00.jpg,CV2
data/ne2025/device3/1425_LeafPhotoB_2025-09-08 10_17_50.975-05_00.jpg,CV2
data/ne2025/device3/1736_LeafPhotoA_2025-09-09 09_48_22.904-05_00.jpg,CV2
data/ne2025/device3/2442_LeafPhotoB_2025-09-08 11_18_36.514-05_00.jpg,CV2
data/ne2025/device3/2477_LeafPhotoB_2025-09-08 11_52_47.408-05_00.jpg,CV2
data/ne2025/device3/1746_LeafPhotoA_2025-09-09 10_03_19.051-05_00.jpg,CV2
data/ne2025/device3/1423_LeafPhotoB_2025-09-08 10_16_01.096-05_00.jpg,CV2
data/ne2025/device3/2404_LeafPhotoB_2025-09-08 10_44_08.041-05_00.jpg,CV2
data/ne2025/device3/2756_LeafPhotoA_2025-09-09 16_26_59.634-05_00.jpg,CV2
data/ne2025/device3/2721_LeafPhotoA_2025-09-09 10_42_26.993-05_00.jpg,CV2
data/ne2025/device3/1426_LeafPhotoA_2025-09-08 09_48_40.364-05_00.jpg,CV2
data/ne2025/device3/2475_LeafPhotoB_2025-09-08 11_51_18.068-05_00.jpg,CV2
data/ne2025/device3/1488_LeafPhotoB_2025-09-08 16_52_36.463-05_00.jpg,CV2
data/ne2025/device3/1474_LeafPhotoB_2025-09-08 16_40_31.348-05_00.jpg,CV2
data/ne2025/device3/1457_LeafPhotoB_2025-09-08 12_33_18.791-05_00.jpg,CV2
data/ne2025/device3/2453_LeafPhotoB_2025-09-08 11_31_31.055-05_00.jpg,CV2
data/ne2025/device3/1467_LeafPhotoB_2025-09-08 16_30_30.667-05_00.jpg,CV2
data/ne2025/device3/2712_LeafPhotoA_2025-09-09 10_29_53.397-05_00.jpg,CV2
data/ne2025/device3/2173_LeafPhotoA_2025-09-09 12_14_11.365-05_00.jpg,CV2
data/ne2025/device3/2408_LeafPhotoB_2025-09-08 10_47_28.230-05_00.jpg,CV2
data/ne2025/device3/2466_LeafPhotoB_2025-09-08 11_43_07.816-05_00.jpg,CV2
data/ne2025/device3/1721_LeafPhotoA_2025-09-09 09_20_36.298-05_00.jpg,CV2
data/ne2025/device3/2758_LeafPhotoA_2025-09-09 16_22_09.492-05_00.jpg,CV2
data/ne2025/device3/1419_LeafPhotoA_2025-09-08 09_40_12.388-05_00.jpg,CV2
data/ne2025/device3/2500_LeafPhotoB_2025-09-08 12_24_10.861-05_00.jpg,CV2
data/ne2025/device3/2706_LeafPhotoA_2025-09-09 10_22_00.716-05_00.jpg,CV2
data/ne2025/device3/1462_LeafPhotoB_2025-09-08 16_26_18.579-05_00.jpg,CV2
data/ne2025/device3/1465_LeafPhotoB_2025-09-08 16_28_36.566-05_00.jpg,CV2
data/ne2025/device3/2411_LeafPhotoB_2025-09-08 10_50_33.943-05_00.jpg,CV2
data/ne2025/device3/2443_LeafPhotoB_2025-09-08 11_18_59.151-05_00.jpg,CV2
data/ne2025/device3/2752_LeafPhotoA_2025-09-09 16_36_56.388-05_00.jpg,CV2
data/ne2025/device3/1443_LeafPhotoB_2025-09-08 10_32_09.583-05_00.jpg,CV2
data/ne2025/device3/1428_LeafPhotoA_2025-09-08 09_50_33.027-05_00.jpg,CV2
data/ne2025/device3/1463_LeafPhotoB_2025-09-08 16_27_34.797-05_00.jpg,CV2
data/ne2025/device3/2729_LeafPhotoA_2025-09-09 10_55_26.872-05_00.jpg,CV2
data/ne2025/device3/2663_LeafPhotoA_2025-09-09 11_36_07.757-05_00.jpg,CV2
data/ne2025/device3/1743_LeafPhotoA_2025-09-09 09_59_38.653-05_00.jpg,CV2
data/ne2025/device3/2474_LeafPhotoB_2025-09-08 11_50_19.735-05_00.jpg,CV2
data/ne2025/device3/2775_LeafPhotoA_2025-09-09 15_39_08.142-05_00.jpg,CV2
data/ne2025/device3/2661_LeafPhotoA_2025-09-09 11_33_59.084-05_00.jpg,CV2
data/ne2025/device3/2745_LeafPhotoA_2025-09-09 11_16_09.864-05_00.jpg,CV2
data/ne2025/device3/1417_LeafPhotoB_2025-09-08 10_11_25.439-05_00.jpg,CV2
data/ne2025/device3/2166_LeafPhotoA_2025-09-09 12_00_21.661-05_00.jpg,CV2
data/ne2025/device3/1746_LeafPhotoA_2025-09-09 10_03_34.287-05_00.jpg,CV2
data/ne2025/device3/1722_LeafPhotoA_2025-09-09 09_22_14.978-05_00.jpg,CV2
data/ne2025/device3/2186_LeafPhotoA_2025-09-09 12_31_03.766-05_00.jpg,CV2
data/ne2025/device3/1728_LeafPhotoA_2025-09-09 09_31_07.362-05_00.jpg,CV2
data/ne2025/device3/1434_LeafPhotoB_2025-09-08 10_25_43.558-05_00.jpg,CV2
data/ne2025/device3/2458_LeafPhotoB_2025-09-08 11_35_48.169-05_00.jpg,CV2
data/ne2025/device3/2667_LeafPhotoA_2025-09-09 11_40_56.484-05_00.jpg,CV2
data/ne2025/device3/1406_LeafPhotoB_2025-09-08 10_00_25.514-05_00.jpg,CV2
data/ne2025/device3/1409_LeafPhotoB_2025-09-08 10_03_16.957-05_00.jpg,CV2
data/ne2025/device3/2463_LeafPhotoB_2025-09-08 11_40_37.342-05_00.jpg,CV2
data/ne2025/device3/1418_LeafPhotoA_2025-09-08 09_39_31.263-05_00.jpg,CV2
data/ne2025/device3/2480_LeafPhotoB_2025-09-08 11_56_26.663-05_00.jpg,CV2
data/ne2025/device3/2432_LeafPhotoB_2025-09-08 11_08_55.037-05_00.jpg,CV2
data/ne2025/device3/1702_LeafPhotoA_2025-09-09 10_11_56.328-05_00.jpg,CV2
data/ne2025/device3/1442_LeafPhotoB_2025-09-08 10_31_39.975-05_00.jpg,CV2
data/ne2025/device3/1750_LeafPhotoA_2025-09-09 10_09_28.880-05_00.jpg,CV2
data/ne2025/device3/2708_LeafPhotoA_2025-09-09 10_24_24.585-05_00.jpg,CV2
data/ne2025/device3/1404_LeafPhotoA_2025-09-08 09_25_24.932-05_00.jpg,CV2
data/ne2025/device3/2412_LeafPhotoB_2025-09-08 10_51_45.253-05_00.jpg,CV2
data/ne2025/device3/2670_LeafPhotoA_2025-09-09 11_44_17.139-05_00.jpg,CV2
data/ne2025/device3/2179_LeafPhotoA_2025-09-09 12_23_39.813-05_00.jpg,CV2
data/ne2025/device3/2778_LeafPhotoA_2025-09-09 15_29_04.288-05_00.jpg,CV2
data/ne2025/device3/2725_LeafPhotoA_2025-09-09 10_47_13.768-05_00.jpg,CV2
data/ne2025/device3/1498_LeafPhotoB_2025-09-08 17_02_27.955-05_00.jpg,CV2
data/ne2025/device3/2403_LeafPhotoB_2025-09-08 10_42_47.252-05_00.jpg,CV2
data/ne2025/device3/1732_LeafPhotoA_2025-09-09 09_40_31.196-05_00.jpg,CV2
