image_path,segmentation_method
data/ne2025/device4/1861_LeafPhotoA_2025-09-09 13_35_33.781-05_00.jpg,CV2
data/ne2025/device4/1344_LeafPhotoA_2025-09-08 10_12_17.747-05_00.jpg,CV2
data/ne2025/device4/1584_LeafPhotoA_2025-09-09 09_39_59.694-05_00.jpg,CV2
data/ne2025/device4/2390_LeafPhotoA_2025-09-08 12_00_53.414-05_00.jpg,CV2
data/ne2025/device4/1882_LeafPhotoA_2025-09-09 13_17_09.662-05_00.jpg,CV2
data/ne2025/device4/2378_LeafPhotoA_2025-09-08 11_48_47.340-05_00.jpg,CV2
data/ne2025/device4/2876_LeafPhotoA_2025-09-09 14_43_15.675-05_00.jpg,CV2
data/ne2025/device4/1375_LeafPhotoA_2025-09-08 12_57_11.327-05_00.jpg,CV2
data/ne2025/device4/2394_LeafPhotoA_2025-09-08 12_19_19.139-05_00.jpg,CV2
data/ne2025/device4/2385_LeafPhotoA_2025-09-08 11_56_10.265-05_00.jpg,CV2
data/ne2025/device4/1371_LeafPhotoA_2025-09-08 12_53_58.500-05_00.jpg,CV2
data/ne2025/device4/2322_LeafPhotoA_2025-09-08 10_50_20.367-05_00.jpg,CV2
data/ne2025/device4/1851_LeafPhotoA_2025-09-09 13_44_39.585-05_00.jpg,CV2
data/ne2025/device4/1308_LeafPhotoA_2025-09-08 09_24_08.103-05_00.jpg,CV2
data/ne2025/device4/1348_LeafPhotoA_2025-09-08 10_17_17.769-05_00.jpg,CV2
data/ne2025/device4/1318_LeafPhotoA_2025-09-08 09_37_04.959-05_00.jpg,CV2
data/ne2025/device4/1565_LeafPhotoA_2025-09-09 10_08_57.168-05_00.jpg,CV2
data/ne2025/device4/1320_LeafPhotoA_2025-09-08 09_42_47.429-05_00.jpg,CV2
data/ne2025/device4/1854_LeafPhotoA_2025-09-09 13_42_58.635-05_00.jpg,CV2
data/ne2025/device4/1341_LeafPhotoA_2025-09-08 10_09_22.231-05_00.jpg,CV2
data/ne2025/device4/2876_LeafPhotoA_2025-09-09 14_43_31.946-05_00.jpg,CV2
data/ne2025/device4/1863_LeafPhotoA_2025-09-09 13_34_31.433-05_00.jpg,CV2
data/ne2025/device4/2399_LeafPhotoA_2025-09-08 12_23_52.894-05_00.jpg,CV2
data/ne2025/device4/2346_LeafPhotoA_2025-09-08 11_14_15.994-05_00.jpg,CV2
data/ne2025/device4/9129_LeafPhotoNotesA_2025-09-08 08_59_11.284-05_00.jpg,CV2
data/ne2025/device4/2354_LeafPhotoA_2025-09-08 11_23_50.143-05_00.jpg,CV2
data/ne2025/device4/1303_LeafPhotoA_2025-09-08 09_17_33.156-05_00.jpg,CV2
data/ne2025/device4/1344_LeafPhotoA_2025-09-08 10_12_38.569-05_00.jpg,CV2
data/ne2025/device4/1579_LeafPhotoA_2025-09-09 09_50_11.550-05_00.jpg,CV2
data/ne2025/device4/2311_LeafPhotoA_2025-09-08 10_39_49.775-05_00.jpg,CV2
data/ne2025/device4/2886_LeafPhotoA_2025-09-09 14_04_40.696-05_00.jpg,CV2
data/ne2025/device4/1391_LeafPhotoA_2025-09-08 13_10_41.595-05_00.jpg,CV2
data/ne2025/device4/2555_LeafPhotoA_2025-09-09 11_05_08.349-05_00.jpg,CV2
data/ne2025/device4/1600_LeafPhotoA_2025-09-09 10_22_37.520-05_00.jpg,CV2
data/ne2025/device4/1367_LeafPhotoA_2025-09-08 12_50_27.003-05_00.jpg,CV2
data/ne2025/device4/2596_LeafPhotoA_2025-09-09 10_26_43.918-05_00.jpg,CV2
data/ne2025/device4/1892_LeafPhotoA_2025-09-09 13_07_55.292-05_00.jpg,CV2
data/ne2025/device4/1368_LeafPhotoA_2025-09-08 12_50_56.220-05_00.jpg,CV2
data/ne2025/device4/2587_LeafPhotoA_2025-09-09 10_33_51.773-05_00.jpg,CV2
data/ne2025/device4/1399_LeafPhotoA_2025-09-08 12_25_23.016-05_00.jpg,CV2
data/ne2025/device4/1359_LeafPhotoA_2025-09-08 12_38_47.936-05_00.jpg,CV2
data/ne2025/device4/1340_LeafPhotoA_2025-09-08 10_09_03.293-05_00.jpg,CV2
data/ne2025/device4/1338_LeafPhotoA_2025-09-08 10_07_02.814-05_00.jpg,CV2
data/ne2025/device4/2891_LeafPhotoA_2025-09-09 14_01_28.259-05_00.jpg,CV2
data/ne2025/device4/2399_LeafPhotoA_2025-09-08 12_24_21.478-05_00.jpg,CV2
data/ne2025/device4/2370_LeafPhotoA_2025-09-08 11_38_41.904-05_00.jpg,CV2
data/ne2025/device4/1365_LeafPhotoA_2025-09-08 12_47_18.027-05_00.jpg,CV2
data/ne2025/device4/2395_LeafPhotoA_2025-09-08 12_20_41.660-05_00.jpg,CV2
data/ne2025/device4/1599_LeafPhotoA_2025-09-09 10_23_04.852-05_00.jpg,CV2
data/ne2025/device4/2378_LeafPhotoA_2025-09-08 11_48_33.407-05_00.jpg,CV2
data/ne2025/device4/2352_LeafPhotoA_2025-09-08 11_21_52.118-05_00.jpg,CV2
data/ne2025/device4/1859_LeafPhotoA_2025-09-09 13_37_51.141-05_00.jpg,CV2
data/ne2025/device4/2350_LeafPhotoA_2025-09-08 11_18_42.680-05_00.jpg,CV2
