image_path,segmentation_method
data/ne2025/device8/6013_LeafPhotoA_2025-09-09 16_56_02.230-05_00.jpg,CV2
data/ne2025/device8/1661_LeafPhotoA_2025-09-09 10_07_49.113-05_00.jpg,CV2
data/ne2025/device8/2685_LeafPhotoA_2025-09-09 10_50_55.356-05_00.jpg,CV2
data/ne2025/device8/2688_LeafPhotoA_2025-09-09 10_45_02.207-05_00.jpg,CV2
data/ne2025/device8/6033_LeafPhotoA_2025-09-09 16_23_40.350-05_00.jpg,CV2
data/ne2025/device8/6023_LeafPhotoA_2025-09-09 16_38_12.155-05_00.jpg,CV2
data/ne2025/device8/6024_LeafPhotoA_2025-09-09 16_36_43.765-05_00.jpg,CV2
data/ne2025/device8/1676_LeafPhotoA_2025-09-09 09_38_54.646-05_00.jpg,CV2
data/ne2025/device8/1698_LeafPhotoA_2025-09-09 08_51_41.576-05_00.jpg,CV2
data/ne2025/device8/6010_LeafPhotoA_2025-09-09 17_01_22.660-05_00.jpg,CV2
data/ne2025/device8/6001_LeafPhotoA_2025-09-09 17_14_22.845-05_00.jpg,CV2
data/ne2025/device8/6025_LeafPhotoA_2025-09-09 16_35_46.802-05_00.jpg,CV2
data/ne2025/device8/6050_LeafPhotoA_2025-09-09 15_53_25.398-05_00.jpg,CV2
data/ne2025/device8/2683_LeafPhotoA_2025-09-09 10_58_56.882-05_00.jpg,CV2
data/ne2025/device8/6042_LeafPhotoA_2025-09-09 16_07_02.560-05_00.jpg,CV2
data/ne2025/device8/2679_LeafPhotoA_2025-09-09 11_03_11.295-05_00.jpg,CV2
data/ne2025/device8/6044_LeafPhotoA_2025-09-09 16_03_43.942-05_00.jpg,CV2
data/ne2025/device8/1664_LeafPhotoA_2025-09-09 10_02_15.859-05_00.jpg,CV2
data/ne2025/device8/2678_LeafPhotoA_2025-09-09 11_04_09.961-05_00.jpg,CV2
data/ne2025/device8/6019_LeafPhotoA_2025-09-09 16_44_54.643-05_00.jpg,CV2
data/ne2025/device8/2694_LeafPhotoA_2025-09-09 10_36_29.129-05_00.jpg,CV2
data/ne2025/device8/6040_LeafPhotoA_2025-09-09 16_10_33.353-05_00.jpg,CV2
data/ne2025/device8/6049_LeafPhotoA_2025-09-09 15_54_47.227-05_00.jpg,CV2
data/ne2025/device8/1656_LeafPhotoA_2025-09-09 10_15_52.695-05_00.jpg,CV2
data/ne2025/device8/1664_LeafPhotoA_2025-09-09 10_01_52.765-05_00.jpg,CV2
data/ne2025/device8/2690_LeafPhotoA_2025-09-09 10_43_06.625-05_00.jpg,CV2
