image_path,segmentation_method
data/ne2025/device7/2504_LeafPhotoA_2025-09-09 09_58_58.195-05_00.jpg,CV2
data/ne2025/device7/2274_LeafPhotoA_2025-09-08 17_09_38.644-05_00.jpg,CV2
data/ne2025/device7/2290_LeafPhotoA_2025-09-08 16_50_34.968-05_00.jpg,CV2
data/ne2025/device7/1256_LeafPhotoA_2025-09-08 16_32_47.764-05_00.jpg,CV2
data/ne2025/device7/1532_LeafPhotoA_2025-09-09 09_30_40.186-05_00.jpg,CV2
data/ne2025/device7/1535_LeafPhotoA_2025-09-09 09_34_04.560-05_00.jpg,CV2
data/ne2025/device7/2293_LeafPhotoA_2025-09-08 16_47_33.097-05_00.jpg,CV2
data/ne2025/device7/1510_LeafPhotoA_2025-09-09 09_05_53.366-05_00.jpg,CV2
data/ne2025/device7/2965_LeafPhotoA_2025-09-09 16_10_52.399-05_00.jpg,CV2
data/ne2025/device7/1509_LeafPhotoA_2025-09-09 09_04_45.922-05_00.jpg,CV2
data/ne2025/device7/2969_LeafPhotoA_2025-09-09 16_14_45.311-05_00.jpg,CV2
data/ne2025/device7/2537_LeafPhotoA_2025-09-09 10_36_17.774-05_00.jpg,CV2
data/ne2025/device7/1282_LeafPhotoA_2025-09-08 16_05_53.077-05_00.jpg,CV2
data/ne2025/device7/1253_LeafPhotoA_2025-09-08 16_35_21.642-05_00.jpg,CV2
data/ne2025/device7/1251_LeafPhotoA_2025-09-08 16_37_02.961-05_00.jpg,CV2
data/ne2025/device7/1512_LeafPhotoA_2025-09-09 09_08_29.596-05_00.jpg,CV2
data/ne2025/device7/2961_LeafPhotoA_2025-09-09 16_05_49.172-05_00.jpg,CV2
data/ne2025/device7/1396_LeafPhotoA_2025-09-08 13_22_43.424-05_00.jpg,CV2
data/ne2025/device7/2516_LeafPhotoA_2025-09-09 10_13_35.191-05_00.jpg,CV2
data/ne2025/device7/1515_LeafPhotoA_2025-09-09 09_11_01.399-05_00.jpg,CV2
data/ne2025/device7/2956_LeafPhotoA_2025-09-09 16_00_04.048-05_00.jpg,CV2
data/ne2025/device7/2273_LeafPhotoA_2025-09-08 17_10_01.760-05_00.jpg,CV2
data/ne2025/device7/1271_LeafPhotoA_2025-09-08 16_15_42.123-05_00.jpg,CV2
data/ne2025/device7/2997_LeafPhotoA_2025-09-09 16_52_04.218-05_00.jpg,CV2
data/ne2025/device7/1092_LeafPhotoA_2025-09-09 11_03_50.695-05_00.jpg,CV2
data/ne2025/device7/2958_LeafPhotoA_2025-09-09 16_03_05.962-05_00.jpg,CV2
data/ne2025/device7/1299_LeafPhotoA_2025-09-08 16_38_48.630-05_00.jpg,CV2
data/ne2025/device7/2541_LeafPhotoA_2025-09-09 10_40_50.113-05_00.jpg,CV2
data/ne2025/device7/2296_LeafPhotoA_2025-09-08 16_44_03.321-05_00.jpg,CV2
data/ne2025/device7/2532_LeafPhotoA_2025-09-09 10_30_50.658-05_00.jpg,CV2
data/ne2025/device7/2959_LeafPhotoA_2025-09-09 16_04_31.379-05_00.jpg,CV2
data/ne2025/device7/1275_LeafPhotoA_2025-09-08 16_12_45.531-05_00.jpg,CV2
data/ne2025/device7/1394_LeafPhotoA_2025-09-08 13_20_13.438-05_00.jpg,CV2
data/ne2025/device7/1259_LeafPhotoA_2025-09-08 16_30_38.744-05_00.jpg,CV2
data/ne2025/device7/2978_LeafPhotoA_2025-09-09 16_29_45.519-05_00.jpg,CV2
data/ne2025/device7/2951_LeafPhotoA_2025-09-09 15_54_00.848-05_00.jpg,CV2
data/ne2025/device7/1280_LeafPhotoA_2025-09-08 16_07_33.334-05_00.jpg,CV2
data/ne2025/device7/2967_LeafPhotoA_2025-09-09 16_12_57.667-05_00.jpg,CV2
data/ne2025/device7/1546_LeafPhotoA_2025-09-09 09_46_41.923-05_00.jpg,CV2
data/ne2025/device7/1537_LeafPhotoA_2025-09-09 09_35_44.038-05_00.jpg,CV2
data/ne2025/device7/2527_LeafPhotoA_2025-09-09 10_25_42.935-05_00.jpg,CV2
data/ne2025/device7/2296_LeafPhotoA_2025-09-08 16_44_42.715-05_00.jpg,CV2
data/ne2025/device7/2514_LeafPhotoA_2025-09-09 10_11_17.660-05_00.jpg,CV2
data/ne2025/device7/2976_LeafPhotoA_2025-09-09 16_25_40.894-05_00.jpg,CV2
data/ne2025/device7/1956_LeafPhotoA_2025-09-09 17_17_49.256-05_00.jpg,CV2
data/ne2025/device7/1540_LeafPhotoA_2025-09-09 09_39_03.044-05_00.jpg,CV2
data/ne2025/device7/1509_LeafPhotoA_2025-09-09 09_03_11.183-05_00.jpg,CV2
data/ne2025/device7/2515_LeafPhotoA_2025-09-09 10_12_50.255-05_00.jpg,CV2
data/ne2025/device7/2295_LeafPhotoA_2025-09-08 16_45_42.473-05_00.jpg,CV2
data/ne2025/device7/1292_LeafPhotoA_2025-09-08 15_53_52.485-05_00.jpg,CV2
